username,Average,Median,Mode,Max,Min,Below 100
ericpalicki,30.307116104868914,2.0,1,2172,0,1370
ericsson,127.0,53.0,43,3481,41,1370
evan_m_williams,526.0967741935484,370.0,118,2468,118,1370
evanwilliams,288.6,252.0,112,457,112,1370
experiencesbiz,72.0,72.0,57,87,57,1370
facebook,244.8,119.0,69,1281,69,1370
fara_williams47,167.5,151.5,114,253,114,1370
fbsecurity,66.0,66.0,66,66,66,1370
feraldata,107.0,107.0,107,107,107,1370
filmindependent,388.9714285714286,96.5,62,4437,41,1370
firstmove,894.5,894.5,851,938,851,1370
flintstone14,382.0,360.0,222,564,222,1370
fluorescentsoph,312.25,257.5,226,508,226,1370
flyethiopian,896.0754716981132,693.0,525,2909,525,1370
fmtoday,131.6875,74.0,66,447,47,1370
fpjindia,169.86173633440515,91.0,48,1390,44,1370
fredhutch,70.54285714285714,55.0,41,219,41,1370
free,824.25,571.0,190,1965,190,1370
free_equal,692.8478260869565,140.0,48,6159,44,1370
freechurchscot,49.5,49.5,46,53,46,1370
freedominguez,361.85714285714283,123.5,45,2969,45,1370
freefirelatino,394.3333333333333,310.0,160,713,160,1370
freenationalsXX,789.5842696629213,202.0,128,37707,49,1370
freep,408.5280235988201,142.0,52,16326,44,1370
freepress,129.33333333333334,73.0,53,1103,44,1370
freepressaction,53.0,53.0,50,56,50,1370
freepressunltd,112.44,85.0,50,392,44,1370
freespeechtv,521.75,66.5,44,12216,44,1370
freetelegraph,95.02564102564102,62.0,46,501,44,1370
freetheyouth_gh,128.17460317460316,87.0,47,1024,44,1370
freetobeme_ca,115.68,74.0,46,484,45,1370
fruitrollups,253.0,253.0,253,253,253,1370
fsf,72.93846153846154,55.0,45,326,44,1370
fsfe,77.8,55.0,45,188,44,1370
funimationUK_,2346.8260869565215,2096.0,896,5546,896,1370
funnybrad,852.1585365853658,448.0,159,21302,111,1370
gabimartins,2226.25,1564.5,865,6505,865,1370
gbellseattle,374.6470588235294,213.0,114,6742,107,1370
gboeing,2942.6666666666665,1102.0,1077,6649,1077,1370
gehnuclear,94.6,83.0,44,260,43,1370
gelseybell,220.0,220.0,220,220,220,1370
george_dop,1172.264705882353,718.5,155,4396,155,1370
georgeeaton,439.1138211382114,141.0,72,8945,61,1370
geraldnash,178.48,161.0,89,368,89,1370
ggezbar,151.6206896551724,104.0,75,1069,69,1370
ginorestaurants,112.16666666666667,112.5,117,274,42,1370
glasgowmixtape,479.0,479.0,241,717,241,1370
globalfreemedia,111.06557377049181,62.0,41,579,41,1370
go_10_,310.0,213.0,118,696,118,1370
gpph,1224.0,560.0,275,6217,250,1370
greeneking,58.46153846153846,49.0,41,111,41,1370
greenpeace_de,663.3888888888889,304.5,231,4998,231,1370
greenpeacefr,287.75,286.0,274,305,274,1370
greenpeaceindia,1323.888888888889,365.0,265,5359,265,1370
greenpeaceth,1957.0,1957.0,1957,1957,1957,1370
greenpeaceusa,903.2873563218391,416.0,450,30183,230,1370
gucci,11367.940677966102,5766.5,1505,220669,1227,1370
gucci1017,18453.451219512193,7048.0,1349,201022,1349,1370
hanyaHPuntukku,156.0,185.0,56,198,56,1370
harryhudson,520.0526315789474,347.5,77,3164,77,1370
hayhud,9558.5,9558.5,100,19017,100,1370
heinekenUK_News,127.28571428571429,105.0,105,252,90,1370
hilwill,278.0,278.0,278,278,278,1370
hiroko_nanami,121.0,121.0,121,121,121,1370
hkfp,247.12227687983133,106.0,45,17216,44,1370
hmrgov,132.7007299270073,65.0,43,1874,41,1370
honeywell,436.3529411764706,95.0,83,5019,61,1370
hplabs,51.0,51.0,51,51,51,1370
hudson_mathew,140.0,140.0,140,140,140,1370
hudsonbelinsky,127.5,127.5,84,171,84,1370
hudsonthames,76.0,76.0,75,77,75,1370
hudsonwest,473.15384615384613,439.0,88,1042,88,1370
hypatiadotca,209.78,90.5,57,2966,57,1370
iamDeShawnW,303.2,266.0,141,616,141,1370
iam_pavyrgwvii,538.0,538.0,443,633,443,1370
iamaniesia,197.75,212.5,126,240,126,1370
iamchristynw,1620.0625,504.0,148,16842,148,1370
iamjennifer,357.3333333333333,132.0,123,817,123,1370
ibm_in,234.16,91.0,41,3815,41,1370
ibmconsulting,63.42857142857143,61.0,42,97,42,1370
ibmdesign,52.5,48.5,45,68,45,1370
icfunk,165.53333333333333,148.0,45,515,45,1370
illumina,99.47826086956522,67.0,50,598,41,1370
imcobybell,312.0,312.0,301,323,301,1370
imdavisss,1434.7226277372263,947.0,851,23548,567,1370
imthesmash,206.16666666666666,182.0,113,379,113,1370
indepreserve,249.33333333333334,83.0,51,614,51,1370
instagram,3990.908396946565,2986.0,2533,24776,2072,1370
itsmikelike,246.57142857142858,168.0,119,488,119,1370
itsrichwilliams,575.5833333333334,188.5,145,6526,111,1370
ivn,78.75,51.5,45,167,45,1370
jackfchambers,164.5,164.5,90,239,90,1370
jackgwilliams,462.0,462.0,462,462,462,1370
jackie_emerson,3.0,2.0,1,6,1,1370
jackiecahillff,177.33333333333334,186.0,118,228,118,1370
jaimestaples,251.390243902439,173.0,116,1210,102,1370
jamy0602,708.6666666666666,741.0,741,841,477,1370
jcameronpeters,3859.5384615384614,721.0,191,31513,191,1370
jemersmith,1.9310344827586208,2.0,1,6,0,1370
jeniontheblock,333.05405405405406,295.0,226,979,121,1370
jeremyzucker,3831.0625,4650.5,288,10841,288,1370
jessedee,4.119658119658119,3.0,1,17,0,1370
jettwilliams04,527.5,527.5,162,893,162,1370
jillianbell,410.0,297.0,123,1300,123,1370
joefingalgreen,183.11111111111111,127.0,123,429,87,1370
joehertzmusic,80.0,80.0,80,80,80,1370
joehud4,299.0,299.0,299,299,299,1370
johnbradysf,219.0,140.5,86,704,86,1370
joshua_eaton,872.1111111111111,134.0,71,6641,71,1370
jp_offclastro,9372.148148148148,9088.0,6333,13031,6333,1370
jswaggdaddy,1108.2,898.0,135,2270,135,1370
kaptainkristian,2192.8888888888887,1988.0,328,4523,328,1370
karissabe,598.0,180.0,115,2904,115,1370
karlaiberia,325.6666666666667,298.0,270,409,270,1370
kathwilliamsuk,328.5,160.5,124,869,124,1370
kbellpd,132.0,132.0,132,132,132,1370
keith_n_emerson,105.0,105.0,105,105,105,1370
keke_nike23,151.0,151.0,151,151,151,1370
khaosOXwilliams,116.0,116.0,116,116,116,1370
kimhudsontv,111.0,102.0,74,161,74,1370
kwri,203.8,141.0,112,396,112,1370
kylewilliamsVI,1053.0,1053.0,1053,1053,1053,1370
kyoag,636.8142857142857,310.0,144,9814,138,1370
lacostejonathan,14.431818181818182,4.0,3,162,0,1370
lakebell,715.1111111111111,312.0,144,2766,144,1370
lanebryant,7.092369477911647,6.0,7,109,0,1370
laurentoyota,10.976190476190476,10.0,5,27,2,1370
legenette,163.5,160.5,116,217,116,1370
lenovoUS,282.5,174.0,172,1036,71,1370
lenovo_UKI,138.25,134.5,92,192,92,1370
lifeatibm,107.71428571428571,76.0,42,254,42,1370
littlecaesars,1339.8484848484848,463.0,306,11661,288,1370
ljoywilliams,440.17977528089887,189.0,115,6075,113,1370
loreillysf,285.18840579710144,176.0,87,2441,87,1370
loweringthebar,116.0,116.0,116,116,116,1370
ltmhyd,201.07142857142858,65.5,47,3881,41,1370
luchalibreaaa,130.22988505747125,63.0,53,1898,0,1370
lucieboots,189.5,189.5,110,269,110,1370
lufthansa,508.8333333333333,474.0,328,1249,319,1370
lufthansaNews,578.741935483871,468.0,338,3748,327,1370
luh_cam_,521.8181818181819,388.0,303,970,192,1370
lydsaussie,281.3809523809524,191.0,195,1435,124,1370
lyft,517.8583333333333,85.0,43,44359,41,1370
lynnraenie,333.6666666666667,269.0,115,928,115,1370
marawilliamskc,171.0,171.0,171,171,171,1370
marcus,74.0,74.0,74,74,74,1370
marcus_uk,45.5,45.5,42,49,42,1370
mark4ceredigion,403.6666666666667,140.0,112,959,112,1370
markeaton7ft4,227.75,96.5,72,646,72,1370
marlowepeyton,82.0,82.0,82,82,82,1370
martyn_williams,582.2666666666667,302.0,302,4317,112,1370
masonbwilliams,227.0,227.0,227,227,227,1370
mastercardindia,514.8032786885246,129.0,53,4016,41,1370
matt_itvnews,112.0,112.0,112,112,112,1370
mattcarthy,446.515873015873,177.0,92,10334,86,1370
matthewjbell,175.0,175.0,175,175,175,1370
mattiemcgrathtd,120.0,120.0,120,120,120,1370
mavisstaples,625.0506329113924,250.0,131,10443,104,1370
mdotbell_,260.0,282.0,153,345,153,1370
meijer,275.625,245.0,158,488,158,1370
meraki,3.933333333333333,2.0,2,52,0,1370
metparkstacoma,61.0,61.0,61,61,61,1370
metro_madrid,140.0,144.0,45,226,45,1370
metroadelantado,4659.5,5084.5,890,7623,890,1370
metrochannelph,436.719298245614,162.0,48,4714,43,1370
metrodemedellin,374.89473684210526,162.0,44,1604,44,1370
metrofirepio,56.72222222222222,52.0,44,88,42,1370
metroistanbul,72.0,72.0,72,72,72,1370
metrolosangeles,130.4378698224852,75.0,47,1587,41,1370
metromorning,149.95454545454547,78.5,42,1151,42,1370
metronewyork,110.38461538461539,115.0,43,236,43,1370
metroradiouk,54.625,48.5,42,92,42,1370
metrorailwaykol,104.57364341085271,73.0,53,798,41,1370
metrostation,156.5,100.5,46,483,46,1370
metrotimes,184.83333333333334,104.5,43,560,43,1370
metrotrains,98.44736842105263,65.5,56,610,41,1370
metrotram_qa,51.4,51.0,51,55,46,1370
metroweekly,194.88,76.0,42,1489,42,1370
michaeldamianw,202.0,202.0,133,271,133,1370
microsoft_ch,77.66666666666667,62.0,51,120,51,1370
microsoftcanada,219.64285714285714,90.0,54,1684,54,1370
microsoftgulf,191.5,109.0,66,482,66,1370
microsofttech,193.27272727272728,109.0,84,556,55,1370
mikewilliamsdj,251.38532110091742,210.0,141,1288,111,1370
milkbarstore,95.38095238095238,87.0,95,173,67,1370
millwoodmedia,119.0,119.0,119,119,119,1370
missewill,426.0,426.0,426,426,426,1370
missfree,88.33333333333333,92.0,92,92,81,1370
mkwill12_,189.0,189.0,189,189,189,1370
mmoynihantd,110.0,110.0,104,116,104,1370
mmprideorg,407.88461538461536,157.0,46,6797,41,1370
monsterhunter,2723.8177727784027,1975.0,857,22231,159,1370
motorolaUK,232.0,232.0,232,232,232,1370
motorolaindia,429.091407678245,161.0,115,12225,43,1370
movistar_F1,1400.25,814.0,431,3542,431,1370
mowilliams,226.66666666666666,273.0,116,291,116,1370
msPartner,288.7647058823529,157.5,94,1563,51,1370
msdev,132.04573170731706,79.5,53,1228,50,1370
msdevCA,129.0,129.0,52,206,52,1370
msdevCEE,107.27272727272727,91.0,65,296,61,1370
msdevUK,125.2542372881356,76.0,55,1606,51,1370
msdev_ch,125.0,125.0,125,125,125,1370
msdevindia,250.8,151.0,55,819,55,1370
msdevlatam,50.0,50.0,50,50,50,1370
msexcel,544.8577586206897,124.0,68,36740,50,1370
msft4startups,77.66666666666667,60.5,50,127,50,1370
msft_businessCA,90.72727272727273,80.0,56,159,56,1370
msftsecurity,146.23809523809524,75.0,55,807,51,1370
msinspireus,54.333333333333336,54.0,54,55,54,1370
msonenote,82.86046511627907,66.0,50,237,50,1370
msuspartner,88.0,86.0,62,116,62,1370
msvisio,92.8,92.0,67,132,67,1370
mtnug,253.4703196347032,135.5,75,2125,69,1370
mymetromarket,41.0,41.0,41,41,41,1370
nailogical,4350.857731958763,3250.0,1465,73477,847,1370
natalieeveradio,357.7692307692308,286.0,118,1226,118,1370
neasa_neasa,312.1794871794872,167.0,99,2142,85,1370
necowilliams01,19936.416666666668,16395.0,121,59183,121,1370
nellrosehudson,855.7777777777778,616.0,133,2699,133,1370
newbalance,16292.42857142857,3248.0,1677,52529,1677,1370
newbalancehoops,3102.375,2352.5,1662,6333,1662,1370
nocontextfutbol,2058.3846153846152,1747.0,922,4353,922,1370
nojumper,3698.0495552731895,2002.0,858,113496,838,1370
nokia,246.53174603174602,210.0,171,782,152,1370
nokiaindustries,162.0,162.0,162,162,162,1370
nokianetworks,255.11111111111111,295.0,298,366,152,1370
nokidhungry,2139.0,2139.0,2139,2139,2139,1370
nomacph,109.51807228915662,79.0,41,838,41,1370
nonamebrands,2081.6857142857143,1831.0,846,5634,846,1370
noreenahertz,77.0,77.0,62,92,62,1370
northseajazz,11.0,11.0,8,14,8,1370
noshoesnation,1024.0,1024.0,868,1180,868,1370
nosleepbeats,1764.5,1764.5,1493,2036,1493,1370
nostarch,864.5,864.5,853,876,853,1370
nosuchthing,925.0,905.0,877,993,877,1370
nycpa,658.8333333333334,236.5,120,3069,120,1370
nypmetro,461.1794871794872,102.0,42,3749,42,1370
oakley,3798.4,3648.0,2812,4776,2812,1370
offclASTRO,29754.61111111111,23451.0,6326,62218,6326,1370
officedepot,4.224489795918367,4.0,6,49,0,1370
officialmcafee,515.6330097087379,160.5,0,41783,0,1370
officialtobin,242.30769230769232,187.0,135,737,114,1370
olibellracing,869.4126984126984,221.0,132,20540,108,1370
olivegarden,330.8079470198675,203.0,159,6608,131,1370
onlymamba,160.89473684210526,93.0,146,472,56,1370
ow,460.63605442176873,208.0,126,28386,111,1370
owainfon,414.38461538461536,343.0,112,911,112,1370
padraigosull,405.55555555555554,135.0,96,2056,96,1370
patricklw4,202.0,202.0,202,202,202,1370
paytminsider,392.6530612244898,181.0,129,3556,59,1370
pbtfc,107.5,107.5,85,130,85,1370
pennstatetom,1510.625,1081.0,120,3846,120,1370
pepsico_uk,5.307086614173229,3.0,2,84,0,1370
pepsicofrance,2.0,2.0,2,2,2,1370
peugeotsport,439.75555555555553,288.0,251,2253,194,1370
pfizer,61.831202046035806,8.0,8,1822,0,1370
pfizer_de,3.71875,3.5,2,8,0,1370
pfizer_news,7.791666666666667,5.0,5,83,1,1370
pfizerbelgie,2.9285714285714284,2.5,1,6,1,1370
pfizerbelgique,3.375,3.5,3,5,1,1370
pirellisport,726.9793388429752,478.5,309,9198,306,1370
pizzahut,367.3184357541899,201.0,153,11937,143,1370
pizzahutdeliver,354.0,354.0,354,354,354,1370
pizzahutmsia,3639.3333333333335,228.0,179,10511,179,1370
pizzahutuk,1930.9259259259259,441.0,175,23428,175,1370
playmakerTD,493.6470588235294,329.0,162,2962,111,1370
pm_cheung,83.0,83.0,83,83,83,1370
pm_saiprasad,232.52777777777777,145.0,145,1043,83,1370
pmleek,163.375,136.0,87,249,87,1370
poetastrologers,4385.372395833333,3336.5,2659,28324,85,1370
policeconduct,72.0,52.0,43,131,43,1370
poornabell,795.0142857142857,223.0,107,15057,107,1370
primevideosport,1046.624546114742,537.0,261,43093,236,1370
project,108.33333333333333,118.5,150,150,55,1370
pumacricket,1161.7931034482758,644.0,249,5134,249,1370
pumafootball,1602.208661417323,763.0,268,61512,243,1370
pumakorea,44171.5,44171.5,11830,76513,11830,1370
pwilliamsAHL,171.5,171.5,131,212,131,1370
qatarairways,265.56629448709003,80.0,62,43353,0,1370
qatardutyfree,74.75,64.0,48,165,48,1370
qrsupport,0.895397489539749,0.0,0,35,0,1370
quezdaman_36,263.42857142857144,210.0,143,601,143,1370
quincywilliams_,402.6666666666667,347.0,212,649,212,1370
quintonjbell,824.5,283.5,108,3857,108,1370
rcbbarcafe,243.0,243.0,113,373,113,1370
realavivahr,66.0,66.0,66,66,66,1370
realbdw,9466.014925373134,5154.0,396,65111,396,1370
reallycb,603.952380952381,409.0,402,2738,112,1370
realrobbell,215.0,215.0,215,215,215,1370
realtimwilliams,625.0175438596491,300.0,173,4360,111,1370
redbull,6868.0,6290.0,4552,9762,4552,1370
redbullgaming,5185.104477611941,3810.0,3810,23073,2028,1370
redbullracing,2364.437953417335,1567.0,724,93625,716,1370
redbullracingES,1078.857142857143,986.0,785,1498,785,1370
redlobster,310.8137254901961,167.5,132,7747,123,1370
renault_fr,705.5,157.0,54,2454,54,1370
renaultgroup,116.77914110429448,67.0,54,2094,53,1370
revlon,238.07142857142858,62.0,50,16896,47,1370
rhyswilliams01,19409.625,14577.0,189,64714,189,1370
riteaid,366.0,191.0,42,865,42,1370
rnadalacademy,1501.0625,866.0,442,40557,426,1370
rnllwilliamswx,234.5,211.0,115,419,115,1370
rob_williamsIII,465.5,465.5,134,797,134,1370
robbiewilliams,1180.7488151658767,822.0,404,14369,170,1370
rodericogorman,521.2727272727273,221.0,89,6248,89,1370
rona__ang,621.1627906976744,454.0,454,2153,147,1370
rose_williams_,241.7,187.5,123,535,123,1370
rosemarysiemens,48.0,48.0,48,48,48,1370
roywilliams31,539.4230769230769,507.5,116,1619,116,1370
ryan_a_bell,223.8,227.0,160,283,160,1370
ryancameron,472.2068965517241,187.0,138,4624,138,1370
saabmagalona,5705.200729927007,3795.0,1944,43887,1048,1370
sabcinfolib,125.0,125.0,125,125,125,1370
saks,47.90909090909091,12.0,10,1047,0,1370
saltpublishing,89.17307692307692,67.5,42,275,41,1370
samsungID,4722.987341772152,748.0,251,59180,196,1370
samsung_dev,787.9090909090909,380.0,215,4989,193,1370
samsungmobileng,984.046875,629.0,200,6191,196,1370
sandela,292.02222222222224,156.0,85,2032,71,1370
sapbtp,47.714285714285715,43.0,42,68,41,1370
sapcp,98.22222222222223,56.0,42,603,41,1370
saplabsindia,69.4927536231884,55.0,42,245,41,1370
sbstryker,18303.28125,3467.0,1694,481440,1694,1370
sciencewithtyus,301.562091503268,207.0,123,1397,112,1370
scotiabank,269.42857142857144,237.0,130,489,130,1370
scottemerson,3.156756756756757,1.0,1,147,0,1370
scottlinwwx,597.0,597.0,597,597,597,1370
seancmichael,1588.0,1588.0,1588,1588,1588,1370
seansherlocktd,126.33333333333333,110.0,89,180,89,1370
sennydreadful,182.5151515151515,138.0,130,560,111,1370
serenawilliams,14775.214285714286,5063.5,532,262568,532,1370
sfkale,405.4736842105263,204.0,157,2955,117,1370
shaunywilliams6,797.5714285714286,964.0,126,1478,126,1370
shellracingus,1952.5357142857142,435.5,61,33197,61,1370
shellzenner,118.38888888888889,75.5,51,373,51,1370
sianwilliams100,515.1333333333333,180.0,117,3056,117,1370
siemens_es,531.5,531.5,44,1019,44,1370
siemens_press,87.6063829787234,64.0,56,734,41,1370
siemensindustry,473.3483870967742,126.0,42,3219,41,1370
siemenssoftware,70.88888888888889,62.0,62,131,43,1370
sixftfiiiiive,296.7258064516129,167.5,74,1971,74,1370
sjhoneywell,69.28571428571429,61.0,55,97,55,1370
skigrahambell,165.6818181818182,136.5,109,373,109,1370
smytho,230.78571428571428,153.0,115,840,93,1370
spotifyartists,5744.0,5744.0,5744,5744,5744,1370
spotifycharts,8804.672131147541,4704.0,3109,62665,1655,1370
spotifyfrance,1681.0,1681.0,1681,1681,1681,1370
spotifyindia,8633.381818181819,4809.0,1735,53952,1616,1370
spotifypodcasts,6925.0,6925.0,6925,6925,6925,1370
stackee,476.0,476.0,476,476,476,1370
stadiumastro,177.47890818858562,83.0,46,2940,41,1370
stahlidarity,248.6,156.0,68,705,68,1370
starbucksmusic,360.0,360.0,360,360,360,1370
starbucksph,656.6153846153846,247.0,167,11520,144,1370
statebaroftexas,98.75,100.5,73,121,73,1370
stevensgreen1,162.33333333333334,163.0,160,164,160,1370
stlouiswings,160.4,140.0,140,239,99,1370
successfactors,87.6,45.0,44,240,44,1370
surface,277.6869806094183,138.0,52,4403,50,1370
tacobell,1524.3281853281853,607.0,176,25739,108,1370
tacobelluk,207.33333333333334,152.0,368,368,114,1370
tadwilliams,399.6666666666667,216.5,127,1366,127,1370
tdgarden,378.13793103448273,173.0,139,7227,85,1370
teaxtarot,622.12,108.5,43,38826,41,1370
tescomobile,257.0,228.0,122,421,122,1370
tesconews,431.59154929577466,68.0,43,20540,41,1370
thamesandhudson,224.2941176470588,134.0,73,785,73,1370
thebarcouncil,168.13636363636363,99.0,68,735,68,1370
thecamboucher,185.0,185.0,185,185,185,1370
thecameroncuffe,698.9133333333333,443.0,152,5767,138,1370
thecreativeindp,76.52,58.0,43,340,42,1370
thefrontbar7,165.25495750708214,114.0,73,1019,67,1370
theindependent,48.8,47.0,41,57,41,1370
thejhaswilliams,690.0,173.0,127,4216,127,1370
theoliverhudson,1885.0,1885.0,1885,1885,1885,1370
thepaulwilliams,460.14285714285717,210.0,149,5041,111,1370
thepedimom,141.28571428571428,109.0,45,435,45,1370
therealfstl1992,8386.6,764.0,501,37026,501,1370
theresnosignall,1470.2173913043478,1230.0,844,2704,844,1370
thinkstations,701.5454545454545,277.0,76,2006,76,1370
thisisWurlD,351.8217213114754,145.0,45,3928,44,1370
thisisaviva,93.4368932038835,88.0,71,214,60,1370
tiffani,289.8181818181818,159.5,128,1619,113,1370
timhortons130,8.125,7.5,8,19,2,1370
timhortonsqc,1.0,1.0,1,1,1,1370
timhortonsuk,19.313084112149532,10.0,1,608,0,1370
timmyisanerd,172.3448275862069,146.0,113,380,113,1370
tobaccofreefla,108.38095238095238,98.0,61,216,56,1370
tom__williams,431.5,431.5,246,617,246,1370
tombellforever,13294.3,453.5,107,99035,107,1370
tombertram91,1335.0,1335.0,1335,1335,1335,1370
tomfromstray,588.6,742.0,147,888,147,1370
tomjaywilliams,179.74074074074073,136.0,120,510,112,1370
tomwfootball,1118.75,285.0,115,36536,112,1370
tomwilliams1974,228.02173913043478,210.0,111,674,111,1370
toneBell,254.16666666666666,231.5,122,563,122,1370
total_gaming093,1786.0,1786.0,1786,1786,1786,1370
totalbellas,1020.8461538461538,754.0,463,16853,433,1370
totalfilm,938.8222222222222,689.0,454,2365,436,1370
totalfratmove,1011.5875331564987,734.0,445,23191,433,1370
totalsratmove,2120.5,2120.5,1581,2660,1581,1370
totalwar,947.9285714285714,641.5,550,4320,433,1370
townsendbell,291.8360655737705,205.0,112,1488,112,1370
toyota_europe,18.54727793696275,18.0,17,416,0,1370
toyotaireland,7.444007858546169,6.0,6,27,0,1370
toyotaqatar,8.761904761904763,8.0,6,21,3,1370
tripalong,151.0,151.0,151,151,151,1370
troywilliams_,519.6666666666666,394.0,122,1103,122,1370
twll3,402.75,324.0,198,765,198,1370
tyleroakley,8592.69306930693,5430.0,2706,88116,2597,1370
udisglutenfree,58.5,58.5,52,65,52,1370
ultabeauty,1123.388888888889,789.0,391,3117,391,1370
united,638.6933333333334,57.0,0,80437,0,1370
uoeurope,214.33333333333334,204.0,156,283,156,1370
vamos,787.0,787.0,787,787,787,1370
vanderaanet,6.962962962962963,2.0,2,85,0,1370
vanessabayer,491.61538461538464,396.0,271,1691,185,1370
vbell_reports,155.0,155.0,155,155,155,1370
vincyballer,135.5,135.5,118,153,118,1370
virginmedia,253.86153846153846,141.0,42,2299,41,1370
virginmedialife,111.66666666666667,125.0,56,154,56,1370
vmbusiness,114.0,114.0,114,114,114,1370
w_terrence,10583.201008645534,7809.0,5660,153482,121,1370
waitrose,527.0147058823529,323.0,138,4685,137,1370
walmarthelp,6.666666666666667,7.0,8,11,2,1370
walmartindia,91.31372549019608,20.0,16,2004,0,1370
waltdwilliams,258.2142857142857,176.0,111,832,111,1370
wearefreeradio,312.1190476190476,96.5,48,5583,44,1370
wearemastercard,54.0,54.0,54,54,54,1370
westfieldlondon,431.7142857142857,101.0,41,2105,41,1370
westfieldstrat,377.0,377.0,164,590,164,1370
wgnkingjohn,205.0,205.0,205,205,205,1370
what_eats_owls,710.280701754386,187.0,120,25328,113,1370
williams_paige,275.0,242.0,147,469,147,1370
williamsmjw,126.0,126.0,126,126,126,1370
willliamsssnico,214.14285714285714,144.0,134,456,134,1370
willo_15,147.0,147.0,147,147,147,1370
wkamaubell,1588.3935969868173,538.0,183,131540,108,1370
wmata,225.42857142857142,96.5,44,2397,41,1370
wwf_uk,1086.882951653944,295.0,212,253065,141,1370
wwfhk,572.0,572.0,572,572,572,1370
yahoobusinessuk,55.0,55.0,55,55,55,1370
ymca,79.78571428571429,55.5,42,328,41,1370
ymcanyc,56.5,56.5,45,68,45,1370
youngandfree,249.87336244541484,191.0,89,1785,46,1370
yourschools,59.666666666666664,55.5,43,89,43,1370
zach_hudson,292.3333333333333,222.0,91,564,91,1370
zacharyebell,107.0,107.0,107,107,107,1370
zachwilliams,186.38805970149255,154.0,173,858,111,1370
zumba,155.91489361702128,110.0,76,1041,76,1370
